datetime,comp_level_ft,temperature
2025-05-10T03:45:00Z,0.854514491959371,15.853
2025-05-10T04:00:00Z,0.8664983918100475,15.853
2025-05-10T04:15:00Z,0.8781542076712157,15.852
2025-05-10T04:30:00Z,0.8801227116082231,15.851
2025-05-10T04:45:00Z,0.8664983918100475,15.849
2025-05-10T05:00:00Z,0.8743724075580772,15.844
2025-05-10T05:15:00Z,0.8760128275055905,15.843
2025-05-10T05:30:00Z,0.8779813314425908,15.842
2025-05-10T05:45:00Z,0.879621751390097,15.836
2025-05-10T06:00:00Z,0.8692782714869338,15.831
2025-05-10T06:15:00Z,0.861404255738897,15.825
2025-05-10T06:30:00Z,0.8591076678123883,15.82
2025-05-10T06:45:00Z,0.8630446756864032,15.816
2025-05-10T07:00:00Z,0.8630446756864032,15.811
2025-05-10T07:15:00Z,0.8659974315919143,15.804
2025-05-10T07:30:00Z,0.8643570116444153,15.799
2025-05-10T07:45:00Z,0.8650131796234106,15.794
2025-05-10T08:00:00Z,0.8673097675499264,15.79
2025-05-10T08:15:00Z,0.8748556993084549,15.786
2025-05-10T08:30:00Z,0.8801050431404747,15.781
2025-05-10T08:45:00Z,0.8840420510144895,15.775
2025-05-10T09:00:00Z,0.8850263029829932,15.772
2025-05-10T09:15:00Z,0.8753389910588254,15.768
2025-05-10T09:30:00Z,0.8727143191428155,15.763
2025-05-10T09:45:00Z,0.8571214954076325,15.761
2025-05-10T10:00:00Z,0.8620427552501511,15.759
2025-05-10T10:15:00Z,0.8676201830716721,15.755
2025-05-10T10:30:00Z,0.8800873746727262,15.755
2025-05-10T10:45:00Z,0.8937116944709018,15.752
2025-05-10T11:00:00Z,0.8882894744102572,15.753
2025-05-10T11:15:00Z,0.886649054462751,15.755
2025-05-10T11:30:00Z,0.8664630548745293,15.755
2025-05-10T11:45:00Z,0.8505421471498451,15.76
2025-05-10T12:00:00Z,0.8469332232653315,15.76
2025-05-10T12:15:00Z,0.8416838794333117,15.765
2025-05-10T12:30:00Z,0.8464499315149538,15.771
2025-05-10T12:45:00Z,0.8522002355651139,15.774
2025-05-10T13:00:00Z,0.8462947237540845,15.782
2025-05-10T13:15:00Z,0.8472789757225954,15.792
2025-05-10T13:30:00Z,0.8553258676992428,15.803
2025-05-10T13:45:00Z,0.8467956839722106,15.815
2025-05-10T14:00:00Z,0.8509055680748574,15.824
2025-05-10T14:15:00Z,0.846312392221833,15.833
2025-05-10T14:30:00Z,0.8374541245053067,15.846
2025-05-10T14:45:00Z,0.8422201765869488,15.857
2025-05-10T15:00:00Z,0.8532198244691145,15.869
2025-05-10T15:15:00Z,0.852563656490112,15.881
2025-05-10T15:30:00Z,0.8642194723512873,15.895
2025-05-10T15:45:00Z,0.8632352203827907,15.907
2025-05-10T16:00:00Z,0.8602824644772724,15.922
2025-05-10T16:15:00Z,0.858313960540265,15.935
2025-05-10T16:30:00Z,0.8732506162964455,15.95
2025-05-10T16:45:00Z,0.8758752882124554,15.968
2025-05-10T17:00:00Z,0.8729225323069443,15.982
2025-05-10T17:15:00Z,0.865704684537917,15.998
2025-05-10T17:30:00Z,0.8670170204959149,16.013
2025-05-10T17:45:00Z,0.8634080966114084,16.029
2025-05-10T18:00:00Z,0.856190248842374,16.047
2025-05-10T18:15:00Z,0.8555340808633787,16.061
2025-05-10T18:30:00Z,0.8620957606534034,16.076
2025-05-10T18:45:00Z,0.8750639124725836,16.093
2025-05-10T19:00:00Z,0.872767324546075,16.107
2025-05-10T19:15:00Z,0.87145498858807,16.121
2025-05-10T19:30:00Z,0.8724392405565737,16.138
2025-05-10T19:45:00Z,0.8627519286324059,16.15
2025-05-10T20:00:00Z,0.8660327685274183,16.163
2025-05-10T20:15:00Z,0.8783447523675889,16.175
2025-05-10T20:30:00Z,0.8799851723151022,16.188
2025-05-10T20:45:00Z,0.8706259443804356,16.201
2025-05-10T21:00:00Z,0.8732506162964455,16.212
2025-05-10T21:15:00Z,0.879484212096969,16.224
2025-05-10T21:30:00Z,0.8857178078974997,16.231
2025-05-10T21:45:00Z,0.8870301438554975,16.239
2025-05-10T22:00:00Z,0.8786551678893488,16.25
2025-05-10T22:15:00Z,0.8737339080468303,16.257
2025-05-10T22:30:00Z,0.8688126482043117,16.263
2025-05-10T22:45:00Z,0.862078092185655,16.269
2025-05-10T23:00:00Z,0.8656870160701686,16.276
2025-05-10T23:15:00Z,0.8697969001728083,16.28
2025-05-10T23:30:00Z,0.8675003122462996,16.284
2025-05-10T23:45:00Z,0.8671722282567984,16.286
2025-05-11T00:00:00Z,0.8542040764376182,16.287
2025-05-11T00:15:00Z,0.8540488686767489,16.288
2025-05-11T00:30:00Z,0.8547050366557514,16.289
2025-05-11T00:45:00Z,0.85700162458226,16.287
2025-05-11T01:00:00Z,0.8547050366557514,16.286
2025-05-11T01:15:00Z,0.8624238446429047,16.283
2025-05-11T01:30:00Z,0.860127256716396,16.279
2025-05-11T01:45:00Z,0.8640642645904109,16.274
2025-05-11T02:00:00Z,0.8637361806009096,16.268
2025-05-11T02:15:00Z,0.8502847370313589,16.261
2025-05-11T02:30:00Z,0.8420826372938208,16.253
2025-05-11T02:45:00Z,0.8388017973988084,16.245
2025-05-11T03:00:00Z,0.8351928735142948,16.237
2025-05-11T03:15:00Z,0.8461925213964676,16.226
2025-05-11T03:30:00Z,0.862113429121159,16.216
2025-05-11T03:45:00Z,0.8829555966883618,16.206
2025-05-11T04:00:00Z,0.8891891924888924,16.196
2025-05-11T04:15:00Z,0.890173444457389,16.183
2025-05-11T04:30:00Z,0.8937823683419097,16.174
2025-05-11T04:45:00Z,0.882782720459744,16.161
2025-05-11T05:00:00Z,0.8824546364702428,16.148
2025-05-11T05:15:00Z,0.8831108044492453,16.136
2025-05-11T05:30:00Z,0.882782720459744,16.124
2025-05-11T05:45:00Z,0.8867197283337589,16.111
2025-05-11T06:00:00Z,0.8913129041867762,16.097
2025-05-11T06:15:00Z,0.8995150039243072,16.083
2025-05-11T06:30:00Z,0.903452011798322,16.069
2025-05-11T06:45:00Z,0.911654111535853,16.055
2025-05-11T07:00:00Z,0.9039353035486997,16.044
2025-05-11T07:15:00Z,0.9021220073725615,16.033
2025-05-11T07:30:00Z,0.9090117711520875,16.021
2025-05-11T07:45:00Z,0.8960436193329144,16.011
2025-05-11T08:00:00Z,0.8947312833749095,16.001
2025-05-11T08:15:00Z,0.8840597194822379,15.992
2025-05-11T08:30:00Z,0.8843878034717463,15.983
2025-05-11T08:45:00Z,0.8889809793247565,15.974
2025-05-11T09:00:00Z,0.9004639189573069,15.964
2025-05-11T09:15:00Z,0.8947136149071611,15.969
2025-05-11T09:30:00Z,0.8937293629386573,15.958
2025-05-11T09:45:00Z,0.8937293629386573,15.949
2025-05-11T10:00:00Z,0.8866667229304994,15.943
2025-05-11T10:15:00Z,0.8896194788360106,15.937
2025-05-11T10:30:00Z,0.8786198309538378,15.932
2025-05-11T10:45:00Z,0.878947914943339,15.927
2025-05-11T11:00:00Z,0.8779636629748353,15.922
2025-05-11T11:15:00Z,0.8746828230798229,15.918
2025-05-11T11:30:00Z,0.872058151163813,15.918
2025-05-11T11:45:00Z,0.8704177312163068,15.914
2025-05-11T12:00:00Z,0.8661526393527907,15.915
2025-05-11T12:15:00Z,0.8586067075942623,15.918
2025-05-11T12:30:00Z,0.8556539516887511,15.918
2025-05-11T12:45:00Z,0.8620604237178995,15.924
2025-05-11T13:00:00Z,0.855826827917376,15.927
2025-05-11T13:15:00Z,0.8582962920725166,15.934
2025-05-11T13:30:00Z,0.8504222763244798,15.94
2025-05-11T13:45:00Z,0.836970832754929,15.947
2025-05-11T14:00:00Z,0.8417368848365641,15.957
2025-05-11T14:15:00Z,0.8299258612145266,15.965
2025-05-11T14:30:00Z,0.8340357453171663,15.975
2025-05-11T14:45:00Z,0.8397860493673122,15.987
2025-05-11T15:00:00Z,0.8286311937242701,15.998
2025-05-11T15:15:00Z,0.833069161816411,16.008
2025-05-11T15:30:00Z,0.8329139540555417,16.021
2025-05-11T15:45:00Z,0.8289769461815268,16.033
2025-05-11T16:00:00Z,0.8347272502316727,16.049
2025-05-11T16:15:00Z,0.8375247983763145,16.063
2025-05-11T16:30:00Z,0.8439312704054629,16.077
2025-05-11T16:45:00Z,0.8367134226364286,16.094
2025-05-11T17:00:00Z,0.8337606667309174,16.108
2025-05-11T17:15:00Z,0.8381986348230654,16.123
2025-05-11T17:30:00Z,0.8450883986025914,16.139
2025-05-11T17:45:00Z,0.8547757105267593,16.155
2025-05-11T18:00:00Z,0.8551037945162605,16.171
2025-05-11T18:15:00Z,0.8551037945162605,16.185
2025-05-11T18:30:00Z,0.8610093063272828,16.201
2025-05-11T18:45:00Z,0.872164161970332,16.217
2025-05-11T19:00:00Z,0.877741589791853,16.235
2025-05-11T19:15:00Z,0.8823347656448703,16.251
2025-05-11T19:30:00Z,0.8869279414978877,16.267
2025-05-11T19:45:00Z,0.8851146453217567,16.284
2025-05-11T20:00:00Z,0.8708341575445644,16.299
2025-05-11T20:15:00Z,0.8810047612191028,16.314
2025-05-11T20:30:00Z,0.8713174492949491,16.325
2025-05-11T20:45:00Z,0.8883778167490135,16.34
2025-05-11T21:00:00Z,0.9001888403710652,16.352
2025-05-11T21:15:00Z,0.9019844680794407,16.363
2025-05-11T21:30:00Z,0.8991869199348059,16.375
2025-05-11T21:45:00Z,0.8917961959371468,16.387
2025-05-11T22:00:00Z,0.886373975876495,16.396
2025-05-11T22:15:00Z,0.8707811521413191,16.405
2025-05-11T22:30:00Z,0.8697969001728083,16.413
2025-05-11T22:45:00Z,0.8650308480911661,16.421
2025-05-11T23:00:00Z,0.8719206118706921,16.428
2025-05-11T23:15:00Z,0.8881696035848847,16.435
2025-05-11T23:30:00Z,0.8778261236817144,16.441
2025-05-11T23:45:00Z,0.8738891158076996,16.445
2025-05-12T00:00:00Z,0.8599367120200228,16.451
2025-05-12T00:15:00Z,0.8423753843478252,16.456
2025-05-12T00:30:00Z,0.8394226284423141,16.457
2025-05-12T00:45:00Z,0.8504222763244798,16.457
2025-05-12T01:00:00Z,0.8464852684504649,16.461
2025-05-12T01:15:00Z,0.8435325125449538,16.46
2025-05-12T01:30:00Z,0.845673892710586,16.457
2025-05-12T01:45:00Z,0.8420649688260724,16.455
2025-05-12T02:00:00Z,0.8446896407420823,16.452
2025-05-12T02:15:00Z,0.8325505331305365,16.447
2025-05-12T02:30:00Z,0.8425659290441985,16.443
2025-05-12T02:45:00Z,0.841909761065196,16.437
2025-05-12T03:00:00Z,0.8379727531911811,16.427
2025-05-12T03:15:00Z,0.854549828894875,16.421
2025-05-12T03:30:00Z,0.8681741486930505,16.414
