"","datetime","comp_level_ft","temperature","conductivity"
"235",2025-05-12 14:15:00,1.79337748838482,25.257,24589.2
"236",2025-05-12 14:30:00,1.79125128285467,25.319,24633.8
"237",2025-05-12 14:45:00,1.79371825317752,25.362,24629.4
"238",2025-05-12 15:00:00,1.786172321419,25.396,24640.3
"239",2025-05-12 15:15:00,1.79192013163686,25.414,24636.7
"240",2025-05-12 15:30:00,1.78798312376285,25.431,24658.4
"241",2025-05-12 15:45:00,1.7894658421172,25.452,24682.2
"242",2025-05-12 16:00:00,1.7894658421172,25.465,24701.7
"243",2025-05-12 16:15:00,1.78585691823268,25.468,24714.6
"244",2025-05-12 16:30:00,1.77863907046365,25.461,24708.8
"245",2025-05-12 16:45:00,1.76879655077862,25.451,24715.5
"246",2025-05-12 17:00:00,1.78471496467102,25.436,24703.5
"247",2025-05-12 17:15:00,1.77880945286,25.41,24697.4
"248",2025-05-12 17:30:00,1.77684094892299,25.381,24682.6
"249",2025-05-12 17:45:00,1.7784813688705,25.351,24646.5
"250",2025-05-12 18:00:00,1.77093543711197,25.311,24610.3
"251",2025-05-12 18:15:00,1.76995118514346,25.267,24565.5
"252",2025-05-12 18:30:00,1.78012178881801,25.214,24507.5
"253",2025-05-12 18:45:00,1.78209029275501,25.153,24438.7
"254",2025-05-12 19:00:00,1.78405879669202,25.082,24372
"255",2025-05-12 19:15:00,1.77601439854764,25.003,24284.4
"256",2025-05-12 19:30:00,1.78126374237966,24.92,24175.6
"257",2025-05-12 19:45:00,1.78684117020119,24.839,24090.6
"258",2025-05-12 20:00:00,1.77781252008831,24.763,24016.7
"259",2025-05-12 20:15:00,1.78142144397282,24.693,23929.2
"260",2025-05-12 20:30:00,1.78896737573135,24.618,23869.4
"261",2025-05-12 20:45:00,1.786172321419,24.547,23784
"262",2025-05-12 21:00:00,1.78978124530351,24.465,23706.3
"263",2025-05-12 21:15:00,1.79470250514603,24.368,23591.5
"264",2025-05-12 21:30:00,1.79321978679168,24.283,23500
"265",2025-05-12 21:45:00,1.79715679466569,24.188,23398.3
"266",2025-05-12 22:00:00,1.80010955057121,24.092,23303.9
"267",2025-05-12 22:15:00,1.80503081041373,23.995,23215.2
"268",2025-05-12 22:30:00,1.80354809205937,23.903,23130.6
"269",2025-05-12 22:45:00,1.80272154168401,23.825,23042.5
"270",2025-05-12 23:00:00,1.80567429758953,23.729,22944.7
"271",2025-05-12 23:15:00,1.80797088551603,23.648,22850
"272",2025-05-12 23:30:00,1.81289214535855,23.564,22766.6
"273",2025-05-12 23:45:00,1.81748532121157,23.478,22673.2
"274",2025-05-13,1.81814148919057,23.378,22552.7
"275",2025-05-13 00:15:00,1.81862727477323,23.292,22444.6
"276",2025-05-13 00:30:00,1.81993961073123,23.219,22377.6
"277",2025-05-13 00:45:00,1.82256428264724,23.135,22265.6
"278",2025-05-13 01:00:00,1.82453278658426,23.084,22191.2
"279",2025-05-13 01:15:00,1.82781362647926,22.998,22084.8
"280",2025-05-13 01:30:00,1.83076638238477,22.921,22018.1
"281",2025-05-13 01:45:00,1.83339105430079,22.874,21935.3
"282",2025-05-13 02:00:00,1.83142255036378,22.821,21873.3
"283",2025-05-13 02:15:00,1.83240680233229,22.756,21805.3
"284",2025-05-13 02:30:00,1.83043829839527,22.665,21706.8
"285",2025-05-13 02:45:00,1.8347033902588,22.573,21602.2
"286",2025-05-13 03:00:00,1.83404722227979,22.496,21514.5
"287",2025-05-13 03:15:00,1.8350314742483,22.433,21440.1
"288",2025-05-13 03:30:00,1.83404722227979,22.38,21371.2
"289",2025-05-13 03:45:00,1.83273488632179,22.345,21329.9
"290",2025-05-13 04:00:00,1.83732806217481,22.304,21275.5
"291",2025-05-13 04:15:00,1.83732806217481,22.276,21234.7
"292",2025-05-13 04:30:00,1.8366718941958,22.245,21193.6
"293",2025-05-13 04:45:00,1.82633090812491,22.256,21177.5
"294",2025-05-13 05:00:00,1.82633090812491,22.288,21164.8
"295",2025-05-13 05:15:00,1.82600282413541,22.306,21128.3
"296",2025-05-13 05:30:00,1.82534665615641,22.399,21143.7
"297",2025-05-13 05:45:00,1.82567474014591,22.379,21107
"298",2025-05-13 06:00:00,1.82862749605142,22.265,21023
"299",2025-05-13 06:15:00,1.82123926588605,22.222,20975.6
"300",2025-05-13 06:30:00,1.82812902966558,22.198,20937.3
"301",2025-05-13 06:45:00,1.82074079950019,22.267,21012
"302",2025-05-13 07:00:00,1.82566205934272,22.283,21032.1
"303",2025-05-13 07:15:00,1.81761766119834,22.258,20995.5
"304",2025-05-13 07:30:00,1.82680401290438,22.249,21000
"305",2025-05-13 07:45:00,1.8336937766839,22.227,20967.4
"306",2025-05-13 08:00:00,1.82958638641353,22.23,21027.8
"307",2025-05-13 08:15:00,1.82711941609068,22.222,21098.3
"308",2025-05-13 08:30:00,1.8307283399752,22.208,21101.1
"309",2025-05-13 08:45:00,1.84188319561824,22.12,21011.1
"310",2025-05-13 09:00:00,1.83187029353684,22.065,20948
"311",2025-05-13 09:15:00,1.83810388933736,22.09,20980.7
"312",2025-05-13 09:30:00,1.83465266704601,22.052,20986.9
"313",2025-05-13 09:45:00,1.83629308699351,21.936,20906.4
"314",2025-05-13 10:00:00,1.84646369066805,21.581,20522.3
"315",2025-05-13 10:15:00,1.84482327072055,21.406,20308.1
"316",2025-05-13 10:30:00,1.85072878253158,21.339,20240
"317",2025-05-13 10:45:00,1.84908836258406,21.352,20237.8
"318",2025-05-13 11:00:00,1.84908836258406,21.404,20282
"319",2025-05-13 11:15:00,1.85221150088592,21.516,20390.6
"320",2025-05-13 11:30:00,1.8459779050854,21.607,20466.2
"321",2025-05-13 11:45:00,1.83744772135837,21.712,20561.3
"322",2025-05-13 12:00:00,1.84286744758674,21.831,20676.2
"323",2025-05-13 12:15:00,1.8317125919437,21.956,20808.3
"324",2025-05-13 12:30:00,1.82679133210118,22.042,20890.7
"325",2025-05-13 12:45:00,1.83352339428754,22.131,20988.1
"326",2025-05-13 13:00:00,1.82072811869699,22.219,21100.4
"327",2025-05-13 13:15:00,1.82516359295687,22.296,21178.7
"328",2025-05-13 13:30:00,1.82811634886238,22.354,21233.2
"329",2025-05-13 13:45:00,1.82057041710385,22.416,21263
"330",2025-05-13 14:00:00,1.81499298928232,22.474,21342.2
"331",2025-05-13 14:15:00,1.81039981342931,22.538,21382.5
"332",2025-05-13 14:30:00,1.81352295173117,22.6,21437.4
"333",2025-05-13 14:45:00,1.81533375407503,22.656,21509.2
"334",2025-05-13 15:00:00,1.8084439902955,22.707,21576.7
"335",2025-05-13 15:15:00,1.80959862466035,22.761,21642.3
"336",2025-05-13 15:30:00,1.8114094270042,22.804,21711.4
"337",2025-05-13 15:45:00,1.80370579365251,22.843,21767.6
"338",2025-05-13 16:00:00,1.80846935190189,22.877,21806.5
"339",2025-05-13 16:15:00,1.80879743589139,22.901,21841.9
