station,valid,altimeter,Date,Time,interval,baropressure_inHg,baropressure_kPa,equivalent_ft,equivalent_m
SBA,2025-06-21T16:45:00Z,29.8,2025-06-21,16:45:00,45,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T16:50:00Z,29.8,2025-06-21,16:50:00,50,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T17:00:00Z,29.8,2025-06-21,17:00:00,00,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T17:10:00Z,29.8,2025-06-21,17:10:00,10,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T17:15:00Z,29.8,2025-06-21,17:15:00,15,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T17:20:00Z,29.8,2025-06-21,17:20:00,20,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T17:30:00Z,29.8,2025-06-21,17:30:00,30,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T17:40:00Z,29.8,2025-06-21,17:40:00,40,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T17:45:00Z,29.79,2025-06-21,17:45:00,45,29.779399815363,100.84466174074711,33.73788411935217,10.283331847027464
SBA,2025-06-21T17:50:00Z,29.79,2025-06-21,17:50:00,50,29.779399815363,100.84466174074711,33.73788411935217,10.283331847027464
SBA,2025-06-21T18:00:00Z,29.79,2025-06-21,18:00:00,00,29.779399815363,100.84466174074711,33.73788411935217,10.283331847027464
SBA,2025-06-21T18:10:00Z,29.8,2025-06-21,18:10:00,10,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T18:15:00Z,29.8,2025-06-21,18:15:00,15,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T18:20:00Z,29.8,2025-06-21,18:20:00,20,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T18:30:00Z,29.8,2025-06-21,18:30:00,30,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T18:40:00Z,29.8,2025-06-21,18:40:00,40,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T18:45:00Z,29.8,2025-06-21,18:45:00,45,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T18:50:00Z,29.8,2025-06-21,18:50:00,50,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T19:00:00Z,29.8,2025-06-21,19:00:00,00,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T19:10:00Z,29.8,2025-06-21,19:10:00,10,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T19:15:00Z,29.8,2025-06-21,19:15:00,15,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T19:20:00Z,29.8,2025-06-21,19:20:00,20,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T19:30:00Z,29.8,2025-06-21,19:30:00,30,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T19:40:00Z,29.8,2025-06-21,19:40:00,40,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T19:45:00Z,29.81,2025-06-21,19:45:00,45,29.799392698757,100.91236544114372,33.760534595430954,10.290235728764307
SBA,2025-06-21T19:50:00Z,29.8,2025-06-21,19:50:00,50,29.78939625706,100.87851359094543,33.749209357391564,10.286783787895887
SBA,2025-06-21T20:00:00Z,29.81,2025-06-21,20:00:00,00,29.799392698757,100.91236544114372,33.760534595430954,10.290235728764307
SBA,2025-06-21T20:10:00Z,29.81,2025-06-21,20:10:00,10,29.799392698757,100.91236544114372,33.760534595430954,10.290235728764307
SBA,2025-06-21T20:15:00Z,29.81,2025-06-21,20:15:00,15,29.799392698757,100.91236544114372,33.760534595430954,10.290235728764307
SBA,2025-06-21T20:20:00Z,29.82,2025-06-21,20:20:00,20,29.809389140454,100.94621729134204,33.77185983347035,10.29368766963273
SBA,2025-06-21T20:30:00Z,29.82,2025-06-21,20:30:00,30,29.809389140454,100.94621729134204,33.77185983347035,10.29368766963273
SBA,2025-06-21T20:40:00Z,29.82,2025-06-21,20:40:00,40,29.809389140454,100.94621729134204,33.77185983347035,10.29368766963273
SBA,2025-06-21T20:45:00Z,29.82,2025-06-21,20:45:00,45,29.809389140454,100.94621729134204,33.77185983347035,10.29368766963273
SBA,2025-06-21T20:50:00Z,29.82,2025-06-21,20:50:00,50,29.809389140454,100.94621729134204,33.77185983347035,10.29368766963273
SBA,2025-06-21T21:00:00Z,29.82,2025-06-21,21:00:00,00,29.809389140454,100.94621729134204,33.77185983347035,10.29368766963273
SBA,2025-06-21T21:10:00Z,29.82,2025-06-21,21:10:00,10,29.809389140454,100.94621729134204,33.77185983347035,10.29368766963273
SBA,2025-06-21T21:15:00Z,29.83,2025-06-21,21:15:00,15,29.819385582151,100.98006914154033,33.78318507150974,10.29713961050115
SBA,2025-06-21T21:20:00Z,29.83,2025-06-21,21:20:00,20,29.819385582151,100.98006914154033,33.78318507150974,10.29713961050115
SBA,2025-06-21T21:30:00Z,29.84,2025-06-21,21:30:00,30,29.829382023848,101.01392099173864,33.79451030954914,10.300591551369573
SBA,2025-06-21T21:40:00Z,29.85,2025-06-21,21:40:00,40,29.839378465545003,101.04777284193695,33.80583554758853,10.304043492237994
SBA,2025-06-21T21:45:00Z,29.85,2025-06-21,21:45:00,45,29.839378465545003,101.04777284193695,33.80583554758853,10.304043492237994
SBA,2025-06-21T21:50:00Z,29.85,2025-06-21,21:50:00,50,29.839378465545003,101.04777284193695,33.80583554758853,10.304043492237994
SBA,2025-06-21T22:00:00Z,29.85,2025-06-21,22:00:00,00,29.839378465545003,101.04777284193695,33.80583554758853,10.304043492237994
SBA,2025-06-21T22:10:00Z,29.85,2025-06-21,22:10:00,10,29.839378465545003,101.04777284193695,33.80583554758853,10.304043492237994
SBA,2025-06-21T22:15:00Z,29.85,2025-06-21,22:15:00,15,29.839378465545003,101.04777284193695,33.80583554758853,10.304043492237994
SBA,2025-06-21T22:20:00Z,29.85,2025-06-21,22:20:00,20,29.839378465545003,101.04777284193695,33.80583554758853,10.304043492237994
SBA,2025-06-21T22:30:00Z,29.86,2025-06-21,22:30:00,30,29.849374907242,101.08162469213525,33.81716078562793,10.307495433106416
SBA,2025-06-21T22:40:00Z,29.86,2025-06-21,22:40:00,40,29.849374907242,101.08162469213525,33.81716078562793,10.307495433106416
SBA,2025-06-21T22:45:00Z,29.86,2025-06-21,22:45:00,45,29.849374907242,101.08162469213525,33.81716078562793,10.307495433106416
SBA,2025-06-21T22:50:00Z,29.86,2025-06-21,22:50:00,50,29.849374907242,101.08162469213525,33.81716078562793,10.307495433106416
SBA,2025-06-21T23:00:00Z,29.86,2025-06-21,23:00:00,00,29.849374907242,101.08162469213525,33.81716078562793,10.307495433106416
SBA,2025-06-21T23:10:00Z,29.86,2025-06-21,23:10:00,10,29.849374907242,101.08162469213525,33.81716078562793,10.307495433106416
SBA,2025-06-21T23:15:00Z,29.86,2025-06-21,23:15:00,15,29.849374907242,101.08162469213525,33.81716078562793,10.307495433106416
SBA,2025-06-21T23:20:00Z,29.86,2025-06-21,23:20:00,20,29.849374907242,101.08162469213525,33.81716078562793,10.307495433106416
SBA,2025-06-21T23:30:00Z,29.85,2025-06-21,23:30:00,30,29.839378465545003,101.04777284193695,33.80583554758853,10.304043492237994
SBA,2025-06-21T23:40:00Z,29.85,2025-06-21,23:40:00,40,29.839378465545003,101.04777284193695,33.80583554758853,10.304043492237994
