station,valid,alti,Date,Time,interval,baropressure_inHg,baropressure_kPa,equivalent_ft,equivalent_m
SBA,2025-10-18T23:00:00Z,30,2025-10-18,23:00:00,00,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-18T23:10:00Z,30,2025-10-18,23:10:00,10,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-18T23:20:00Z,30,2025-10-18,23:20:00,20,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-18T23:30:00Z,30,2025-10-18,23:30:00,30,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-18T23:40:00Z,30,2025-10-18,23:40:00,40,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-18T23:50:00Z,30,2025-10-18,23:50:00,50,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T00:00:00Z,30,2025-10-19,00:00:00,00,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T00:10:00Z,29.99,2025-10-19,00:10:00,10,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T00:20:00Z,29.99,2025-10-19,00:20:00,20,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T00:30:00Z,29.99,2025-10-19,00:30:00,30,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T00:40:00Z,29.99,2025-10-19,00:40:00,40,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T00:50:00Z,29.99,2025-10-19,00:50:00,50,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T01:00:00Z,29.99,2025-10-19,01:00:00,00,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T01:10:00Z,29.99,2025-10-19,01:10:00,10,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T01:20:00Z,29.99,2025-10-19,01:20:00,20,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T01:30:00Z,29.99,2025-10-19,01:30:00,30,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T01:40:00Z,29.99,2025-10-19,01:40:00,40,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T01:50:00Z,29.99,2025-10-19,01:50:00,50,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T02:00:00Z,29.99,2025-10-19,02:00:00,00,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T02:10:00Z,29.99,2025-10-19,02:10:00,10,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T02:20:00Z,29.99,2025-10-19,02:20:00,20,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T02:30:00Z,29.99,2025-10-19,02:30:00,30,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T02:40:00Z,29.99,2025-10-19,02:40:00,40,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T02:50:00Z,29.98,2025-10-19,02:50:00,50,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T03:00:00Z,29.98,2025-10-19,03:00:00,00,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T03:10:00Z,29.98,2025-10-19,03:10:00,10,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T03:20:00Z,29.98,2025-10-19,03:20:00,20,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T03:30:00Z,29.98,2025-10-19,03:30:00,30,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T03:40:00Z,29.98,2025-10-19,03:40:00,40,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T03:50:00Z,29.98,2025-10-19,03:50:00,50,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T04:00:00Z,29.98,2025-10-19,04:00:00,00,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T04:10:00Z,29.98,2025-10-19,04:10:00,10,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T04:20:00Z,29.98,2025-10-19,04:20:00,20,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T04:30:00Z,29.98,2025-10-19,04:30:00,30,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T04:40:00Z,29.98,2025-10-19,04:40:00,40,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T04:50:00Z,29.98,2025-10-19,04:50:00,50,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T05:00:00Z,29.98,2025-10-19,05:00:00,00,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T05:10:00Z,29.98,2025-10-19,05:10:00,10,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T05:20:00Z,29.98,2025-10-19,05:20:00,20,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T05:30:00Z,29.99,2025-10-19,05:30:00,30,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T05:40:00Z,29.99,2025-10-19,05:40:00,40,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T05:50:00Z,29.99,2025-10-19,05:50:00,50,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T06:00:00Z,29.99,2025-10-19,06:00:00,00,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T06:10:00Z,29.99,2025-10-19,06:10:00,10,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T06:20:00Z,29.99,2025-10-19,06:20:00,20,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T06:30:00Z,29.99,2025-10-19,06:30:00,30,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T06:40:00Z,30,2025-10-19,06:40:00,40,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T06:50:00Z,30,2025-10-19,06:50:00,50,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T07:00:00Z,30,2025-10-19,07:00:00,00,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T07:10:00Z,30.01,2025-10-19,07:10:00,10,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T07:20:00Z,30.01,2025-10-19,07:20:00,20,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T07:30:00Z,30.01,2025-10-19,07:30:00,30,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T07:40:00Z,30.01,2025-10-19,07:40:00,40,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T07:50:00Z,30.02,2025-10-19,07:50:00,50,30.015934929290903,101.64563186926651,34.00585107875872,10.365008372972843
SBA,2025-10-19T08:00:00Z,30.02,2025-10-19,08:00:00,00,30.015934929290903,101.64563186926651,34.00585107875872,10.365008372972843
SBA,2025-10-19T08:10:00Z,30.02,2025-10-19,08:10:00,10,30.015934929290903,101.64563186926651,34.00585107875872,10.365008372972843
SBA,2025-10-19T08:20:00Z,30.03,2025-10-19,08:20:00,20,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-19T08:30:00Z,30.03,2025-10-19,08:30:00,30,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-19T08:40:00Z,30.03,2025-10-19,08:40:00,40,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-19T08:50:00Z,30.03,2025-10-19,08:50:00,50,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-19T09:00:00Z,30.04,2025-10-19,09:00:00,00,30.035932221049258,101.71335047810679,34.02850654250206,10.371913774953505
SBA,2025-10-19T09:10:00Z,30.04,2025-10-19,09:10:00,10,30.035932221049258,101.71335047810679,34.02850654250206,10.371913774953505
SBA,2025-10-19T09:20:00Z,30.04,2025-10-19,09:20:00,20,30.035932221049258,101.71335047810679,34.02850654250206,10.371913774953505
SBA,2025-10-19T09:30:00Z,30.05,2025-10-19,09:30:00,30,30.04593086692844,101.74720978252695,34.03983427437374,10.375366475943837
SBA,2025-10-19T09:40:00Z,30.05,2025-10-19,09:40:00,40,30.04593086692844,101.74720978252695,34.03983427437374,10.375366475943837
SBA,2025-10-19T09:50:00Z,30.05,2025-10-19,09:50:00,50,30.04593086692844,101.74720978252695,34.03983427437374,10.375366475943837
SBA,2025-10-19T10:00:00Z,30.05,2025-10-19,10:00:00,00,30.04593086692844,101.74720978252695,34.03983427437374,10.375366475943837
SBA,2025-10-19T10:10:00Z,30.05,2025-10-19,10:10:00,10,30.04593086692844,101.74720978252695,34.03983427437374,10.375366475943837
SBA,2025-10-19T10:20:00Z,30.05,2025-10-19,10:20:00,20,30.04593086692844,101.74720978252695,34.03983427437374,10.375366475943837
SBA,2025-10-19T10:30:00Z,30.05,2025-10-19,10:30:00,30,30.04593086692844,101.74720978252695,34.03983427437374,10.375366475943837
SBA,2025-10-19T10:40:00Z,30.05,2025-10-19,10:40:00,40,30.04593086692844,101.74720978252695,34.03983427437374,10.375366475943837
SBA,2025-10-19T10:50:00Z,30.05,2025-10-19,10:50:00,50,30.04593086692844,101.74720978252695,34.03983427437374,10.375366475943837
SBA,2025-10-19T11:00:00Z,30.05,2025-10-19,11:00:00,00,30.04593086692844,101.74720978252695,34.03983427437374,10.375366475943837
SBA,2025-10-19T11:10:00Z,30.04,2025-10-19,11:10:00,10,30.035932221049258,101.71335047810679,34.02850654250206,10.371913774953505
SBA,2025-10-19T11:20:00Z,30.04,2025-10-19,11:20:00,20,30.035932221049258,101.71335047810679,34.02850654250206,10.371913774953505
SBA,2025-10-19T11:30:00Z,30.04,2025-10-19,11:30:00,30,30.035932221049258,101.71335047810679,34.02850654250206,10.371913774953505
SBA,2025-10-19T11:40:00Z,30.04,2025-10-19,11:40:00,40,30.035932221049258,101.71335047810679,34.02850654250206,10.371913774953505
SBA,2025-10-19T11:50:00Z,30.04,2025-10-19,11:50:00,50,30.035932221049258,101.71335047810679,34.02850654250206,10.371913774953505
SBA,2025-10-19T12:00:00Z,30.04,2025-10-19,12:00:00,00,30.035932221049258,101.71335047810679,34.02850654250206,10.371913774953505
SBA,2025-10-19T12:10:00Z,30.03,2025-10-19,12:10:00,10,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-19T12:20:00Z,30.03,2025-10-19,12:20:00,20,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-19T12:30:00Z,30.03,2025-10-19,12:30:00,30,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-19T12:40:00Z,30.02,2025-10-19,12:40:00,40,30.015934929290903,101.64563186926651,34.00585107875872,10.365008372972843
SBA,2025-10-19T12:50:00Z,30.02,2025-10-19,12:50:00,50,30.015934929290903,101.64563186926651,34.00585107875872,10.365008372972843
SBA,2025-10-19T13:00:00Z,30.01,2025-10-19,13:00:00,00,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T13:10:00Z,30.01,2025-10-19,13:10:00,10,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T13:20:00Z,30.01,2025-10-19,13:20:00,20,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T13:30:00Z,30,2025-10-19,13:30:00,30,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T13:40:00Z,30,2025-10-19,13:40:00,40,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T13:50:00Z,30,2025-10-19,13:50:00,50,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T14:00:00Z,30,2025-10-19,14:00:00,00,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T14:10:00Z,30,2025-10-19,14:10:00,10,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T14:20:00Z,29.99,2025-10-19,14:20:00,20,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T14:30:00Z,29.99,2025-10-19,14:30:00,30,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T14:40:00Z,29.99,2025-10-19,14:40:00,40,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T14:50:00Z,29.99,2025-10-19,14:50:00,50,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T15:00:00Z,29.99,2025-10-19,15:00:00,00,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T15:10:00Z,29.99,2025-10-19,15:10:00,10,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T15:20:00Z,29.99,2025-10-19,15:20:00,20,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T15:30:00Z,29.99,2025-10-19,15:30:00,30,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T15:40:00Z,29.99,2025-10-19,15:40:00,40,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T15:50:00Z,29.98,2025-10-19,15:50:00,50,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T16:00:00Z,29.98,2025-10-19,16:00:00,00,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T16:10:00Z,29.98,2025-10-19,16:10:00,10,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T16:20:00Z,29.98,2025-10-19,16:20:00,20,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T16:30:00Z,29.98,2025-10-19,16:30:00,30,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T16:40:00Z,29.98,2025-10-19,16:40:00,40,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T16:50:00Z,29.97,2025-10-19,16:50:00,50,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T17:00:00Z,29.97,2025-10-19,17:00:00,00,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T17:10:00Z,29.97,2025-10-19,17:10:00,10,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T17:20:00Z,29.97,2025-10-19,17:20:00,20,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T17:30:00Z,29.97,2025-10-19,17:30:00,30,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T17:40:00Z,29.97,2025-10-19,17:40:00,40,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T17:50:00Z,29.97,2025-10-19,17:50:00,50,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T18:00:00Z,29.97,2025-10-19,18:00:00,00,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T18:10:00Z,29.97,2025-10-19,18:10:00,10,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T18:20:00Z,29.97,2025-10-19,18:20:00,20,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T18:30:00Z,29.97,2025-10-19,18:30:00,30,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T18:40:00Z,29.97,2025-10-19,18:40:00,40,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T18:50:00Z,29.97,2025-10-19,18:50:00,50,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T19:00:00Z,29.97,2025-10-19,19:00:00,00,29.965941699895016,101.4763353471658,33.94921241940036,10.34774486802119
SBA,2025-10-19T19:10:00Z,29.98,2025-10-19,19:10:00,10,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T19:20:00Z,29.98,2025-10-19,19:20:00,20,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T19:30:00Z,29.98,2025-10-19,19:30:00,30,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T19:40:00Z,29.98,2025-10-19,19:40:00,40,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T19:50:00Z,29.98,2025-10-19,19:50:00,50,29.975940345774195,101.51019465158595,33.960540151272035,10.351197569011521
SBA,2025-10-19T20:00:00Z,29.99,2025-10-19,20:00:00,00,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T20:10:00Z,29.99,2025-10-19,20:10:00,10,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T20:20:00Z,29.99,2025-10-19,20:20:00,20,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T20:30:00Z,29.99,2025-10-19,20:30:00,30,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T20:40:00Z,30,2025-10-19,20:40:00,40,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T20:50:00Z,29.99,2025-10-19,20:50:00,50,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T21:00:00Z,29.99,2025-10-19,21:00:00,00,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T21:10:00Z,29.99,2025-10-19,21:10:00,10,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T21:20:00Z,29.99,2025-10-19,21:20:00,20,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-19T21:30:00Z,30,2025-10-19,21:30:00,30,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T21:40:00Z,30,2025-10-19,21:40:00,40,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T21:50:00Z,30,2025-10-19,21:50:00,50,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T22:00:00Z,30,2025-10-19,22:00:00,00,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T22:10:00Z,30,2025-10-19,22:10:00,10,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T22:20:00Z,30,2025-10-19,22:20:00,20,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-19T22:30:00Z,30.01,2025-10-19,22:30:00,30,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T22:40:00Z,30.01,2025-10-19,22:40:00,40,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T22:50:00Z,30.01,2025-10-19,22:50:00,50,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T23:00:00Z,30.01,2025-10-19,23:00:00,00,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T23:10:00Z,30.01,2025-10-19,23:10:00,10,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T23:20:00Z,30.01,2025-10-19,23:20:00,20,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T23:30:00Z,30.01,2025-10-19,23:30:00,30,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T23:40:00Z,30.01,2025-10-19,23:40:00,40,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-19T23:50:00Z,30.01,2025-10-19,23:50:00,50,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-20T00:00:00Z,30.01,2025-10-20,00:00:00,00,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-20T00:10:00Z,30,2025-10-20,00:10:00,10,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T00:20:00Z,30,2025-10-20,00:20:00,20,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T00:30:00Z,30,2025-10-20,00:30:00,30,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T00:40:00Z,30,2025-10-20,00:40:00,40,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T00:50:00Z,30,2025-10-20,00:50:00,50,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T01:00:00Z,29.99,2025-10-20,01:00:00,00,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-20T01:10:00Z,30,2025-10-20,01:10:00,10,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T01:20:00Z,29.99,2025-10-20,01:20:00,20,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-20T01:30:00Z,30,2025-10-20,01:30:00,30,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T01:40:00Z,30,2025-10-20,01:40:00,40,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T01:50:00Z,30,2025-10-20,01:50:00,50,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T02:00:00Z,30,2025-10-20,02:00:00,00,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T02:10:00Z,30,2025-10-20,02:10:00,10,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T02:20:00Z,30,2025-10-20,02:20:00,20,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T02:30:00Z,30,2025-10-20,02:30:00,30,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T02:40:00Z,30,2025-10-20,02:40:00,40,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T02:50:00Z,30,2025-10-20,02:50:00,50,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T03:00:00Z,29.99,2025-10-20,03:00:00,00,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-20T03:10:00Z,29.99,2025-10-20,03:10:00,10,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-20T03:20:00Z,29.99,2025-10-20,03:20:00,20,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-20T03:30:00Z,29.99,2025-10-20,03:30:00,30,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-20T03:40:00Z,29.99,2025-10-20,03:40:00,40,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-20T03:50:00Z,29.99,2025-10-20,03:50:00,50,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-20T04:00:00Z,30,2025-10-20,04:00:00,00,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T04:10:00Z,29.99,2025-10-20,04:10:00,10,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-20T04:20:00Z,29.99,2025-10-20,04:20:00,20,29.98593899165337,101.54405395600608,33.9718678831437,10.354650270001851
SBA,2025-10-20T04:30:00Z,30,2025-10-20,04:30:00,30,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T04:40:00Z,30,2025-10-20,04:40:00,40,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T04:50:00Z,30,2025-10-20,04:50:00,50,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T05:00:00Z,30,2025-10-20,05:00:00,00,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T05:10:00Z,30,2025-10-20,05:10:00,10,29.99593763753255,101.57791326042623,33.983195615015376,10.358102970992183
SBA,2025-10-20T05:20:00Z,30.01,2025-10-20,05:20:00,20,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-20T05:30:00Z,30.01,2025-10-20,05:30:00,30,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-20T05:40:00Z,30.01,2025-10-20,05:40:00,40,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-20T05:50:00Z,30.01,2025-10-20,05:50:00,50,30.005936283411728,101.61177256484638,33.99452334688705,10.361555671982513
SBA,2025-10-20T06:00:00Z,30.02,2025-10-20,06:00:00,00,30.015934929290903,101.64563186926651,34.00585107875872,10.365008372972843
SBA,2025-10-20T06:10:00Z,30.02,2025-10-20,06:10:00,10,30.015934929290903,101.64563186926651,34.00585107875872,10.365008372972843
SBA,2025-10-20T06:20:00Z,30.02,2025-10-20,06:20:00,20,30.015934929290903,101.64563186926651,34.00585107875872,10.365008372972843
SBA,2025-10-20T06:30:00Z,30.02,2025-10-20,06:30:00,30,30.015934929290903,101.64563186926651,34.00585107875872,10.365008372972843
SBA,2025-10-20T06:40:00Z,30.02,2025-10-20,06:40:00,40,30.015934929290903,101.64563186926651,34.00585107875872,10.365008372972843
SBA,2025-10-20T06:50:00Z,30.02,2025-10-20,06:50:00,50,30.015934929290903,101.64563186926651,34.00585107875872,10.365008372972843
SBA,2025-10-20T07:00:00Z,30.03,2025-10-20,07:00:00,00,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-20T07:10:00Z,30.03,2025-10-20,07:10:00,10,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-20T07:20:00Z,30.03,2025-10-20,07:20:00,20,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-20T07:30:00Z,30.03,2025-10-20,07:30:00,30,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-20T07:40:00Z,30.03,2025-10-20,07:40:00,40,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-20T07:50:00Z,30.03,2025-10-20,07:50:00,50,30.025933575170082,101.67949117368667,34.0171788106304,10.368461073963177
SBA,2025-10-20T08:00:00Z,30.04,2025-10-20,08:00:00,00,30.035932221049258,101.71335047810679,34.02850654250206,10.371913774953505
SBA,2025-10-20T08:10:00Z,30.04,2025-10-20,08:10:00,10,30.035932221049258,101.71335047810679,34.02850654250206,10.371913774953505
